DATA,COMENTÁRIO,SENTIMENTO
2019-09-05,Na hora de fazer o cadastro não trava bem na etapa de colocar o peso é a altura,0
2019-09-05,Não consigo sequer criar uma conta para usar o aplicativo,0
2019-09-05,Tentei instalar mas pedem acesso a todas as informações do utilizador para serem partilhadas com terceiros,0
2019-09-05,Estou interessada mas n vou instalar,0
2019-09-04,Não consigo validar nenhum nome de usuário,0
2019-09-04,Já tentei tantas vezes que desisti!!!,0
2019-09-04,"Nao consigo validar o nome de usuário, ja tentei de tudo",0
2019-09-04,"App bom, mas não está dando pra acompanhar evolução de peso (o que acho principal) pois quando abre a aba de peso o aplicativo dá bug e precisa ser fechado",0
2019-09-04,Aplicativo quando funciona é simples,0
2019-09-04,mas infelizmente não abre sempre,0
2019-09-04,"So carrega quando quer, e demora muito pra abrir",0
2019-09-04,"Não consigo me cadastrar no app, pede pra aceitar os termos, mas já aceitei e mesmo assim não vai!",0
2019-09-04,"O aplicativo esta bugado não sai da tela de metas, para configurar o quanto você quer perder de peso, está um lixo",0
2019-09-03,Eu nem tenho esse app instalado,0
2019-09-03,"Não instalem esse app, ele configurara seu cartão pra efetuar a compra sem vc saber",0
2019-09-03,"Péssimo, depois de por todos os seus dados o aplicativo não funciona! Parece um esquema para roubar dados!!",0
2019-09-03,No primeiro dia que usei achei maravilhoso e estava rodando legal,0
2019-09-03,"Quando fui registrar o diário do segundo dia, o aplicativo já travou",0
2019-08-30,"Não consigo selecionar novos alimentos, fica carregando por muito tempo e no fim aparece uma mensagem de erro na rede",0
2019-08-30,"Não sei se isso é por causa da versão free, se for, é ruim e torna o aplicativo nada prático pois demora demais pra criar um novo alimento pra cada coisa",0
2019-08-30,Impossivel de fazer o registro,0
2019-08-30,O App obriga vc a aceitar enviar suas confidências pra EUA,0
2019-08-29,"O App não abre o link ""progresso"" para visualizar o respectivo gráfico de evolução",0
2019-08-29,Arrumem isso tentei me cadastrar e só da email errado,0
2019-08-29,Muito difícil de manipular o aplicativo porque toda hora aparece para conferir as metas impossibilitando de fazer qualquer outra ação como por exemplo adicionar as refeições,0
2019-08-29,"O app esta muito lento, mesmo com a internet rápida",0
2019-08-28,A versão gratuita é feita para funcionar três dias só? Não consigo adicionar mais os alimentos,0
2019-08-27,"Depois da última atualização trava o tempo todo, não consigo acessar a tela para atualizar meu peso",0
2019-08-26,Experiência horrível e estressante,0
2019-08-25,Se entro com meu email: Não aceita nenhum nome de usuário que coloque,0
2019-08-24,"Letras maiúsculas, minúsculas, com números, sem números, com caracteres diferentes (@ _ #), sem caracteres nenhum",0
2019-08-24,de tosdas as formas,0
2019-08-24,Se entro com o Facebook também não aceitou minha conta,0
2019-08-24,Inpossivel fazer o login no aplicativo,0
2019-08-24,App trava na parte de analise e progresso de peso,0
2019-08-23,"o aplicativo em si é ótimo, mas pelo segundo aparelho que eu tive(androir) na há como realizar o cadastro, tenho um Samsung Galaxy A9 2018",0
2019-08-22,"Esse aplicativo não está funcionando no meu galaxi S8 Plus, toda vez que clico para ver meu progresso , ele fica com a tela escura e depois aparece a mensagem pra fechar o aplicativo",0
2019-08-22,"Nao quer fazer o login ,lixo de mais",0
2019-08-21,Não conecta com o Samsung healthy e tem muita propaganda,0
2019-08-21,apenas o cardápio funciona todas as demais funcionalidades travam,0
2019-08-21,"App não abre, fica só falando aguarde",0
2019-08-21,horrível não abre depois que a gente se inscreve,0
2019-08-20,"desinstalando, simplesmente por que não consigo realizar cadastro!",0
2019-08-20,era muito bom agora trava toda hora,0
2019-08-19,É impossível abrir o relatório de progresso,0
2019-08-19,Tenho registros desde dez/2017 e não consigo ver em meu Zen Fone 4,0
2019-08-18,A tela fica escura e o app pede para fechar,0
2019-08-18,Demora muito para abrir,0
2019-08-18,pessimo não consigo cadastrar da erro de nome usuário,0
2019-08-18,"Não cadastra, sempre da erro, não gostei, nota 0",0
2019-08-17,"Não consigo logar e nem registrar, sempre dá erro, por favor arrumem isso, quero usar ele, nem logando pelo Facebook consigo",0
2019-08-16,"está tendo um erro de registro, não consigo me registrar, concertem pf",0
2019-08-16,ja usei o app antes e era ok,0
2019-08-16,mas agora eu simplesmente nao consigo adicionar um simples arroz,0
2019-08-16,"ja tentei varios ""arroz diferentes"" e nao entra",0
2019-08-16,Não estou conseguindo acessar o site ou App aparece email inválido,0
2019-08-16,"Nao consigo nem registrar, fica dando sem rede, sendo que tem rede de internet normal",0
2019-08-16,"eu nem consigo entrar, quando vou concluir meu cadastro fica dizendo que nao to com internet",0
2019-08-15,Quando resolver esse problema eu reavalio,0
2019-08-15,preencho todos os dados e no final nao faz o cadastro,0
2019-08-15,"Queria utilizar o aplicativo, mas a caixa de nome de usuário não aceita nada do que coloco e nem dá instruções do que seria necessário",0
2019-08-15,"O app é muito bom, porém ontem ele zerou todo o meu progresso, saí do aplicativo para ver se voltava ao normal, agora não consigo entrar",0
2019-08-15,"Dizem que não estou conectada na internet, sendo que estou",0
2019-08-15,Não consigo registrar o Nome Usuário,0
2019-08-15,Pelo que vi nas resenhas o 'aap' não vale a pena,0
2019-08-14,"o app é ótimo, mas há negligência do desenvolvedor quanto as falhas",0
2019-08-14,Tem mais de ano que o progresso de peso não funciona,0
2019-08-14,Ao clicar em progresso o app trava,0
2019-08-14,Vi que existem várias críticas referente a esse problema e os desenvolvedores não parecem estar atentos,0
2019-08-14,Simplesmente o App não funciona para Android,0
2019-08-14,Dificuldade para realizar cadastro,0
2019-08-12,Cadastro realizado depois de muita insistência,0
2019-08-12,quando pesquiso o alimento no diário o mesmo simplesmente trava e não consigo realizar nada,0
2019-08-12,Esse App para Android é um lixo,0
2019-08-12,segunda vez este ano q tento fazer login e da sempre erros,0
2019-08-12,Não consegui entrar no aplicativo,0
2019-08-10,As duas formas de se inscrever dão erro,0
2019-08-10,Pelo email não aceita meu nome de usuário e pelo facebook simplesmente não funciona,0
2019-08-10,"(Desculpe, n é possível criar sua conta no momento)",0
2019-08-10,Sempre aparece isso quando coloco minha data de nascimento!,0
2019-08-09,aplicativo travando toda hora,0
2019-08-09,"depois do quinto dia de uso, não abre mais",0
2019-08-08,"Aplicativo horrível! disseram q podeia usar um mês grátis, q avisariam antes da primeira cobrança",0
2019-08-08,Nao fizeram e não consigo cancelar,0
2019-08-07,Tá tudo em inglês,0
2019-08-07,"A sincronização com o google fit é ridícula e da erro todos os dias, acabando meu plano vou cancelar, desinstalar e mudar pro fatsecret",0
2019-08-07,"Antigamente era ótimo, agora so vive dando erro",0
2019-08-07,"Tive meus dados compromisados e exposto a Deep Web por causa de uma falha de vocês em Fevereiro de 2018, inclusive me cartao de crédito",0
2019-08-06,"não consegui nem abrir o app , não faz conta nem pelo Facebook nem pelo email !",0
2019-08-05,Não tá dando certo,0
2019-08-04,"muito bom em relação ao que promete, mas deixa vazar na net email e senha, ou vendem",0
2019-08-04,Não consigo registrar nenhum e-mail e nem entrar pelo Facebook,0
2019-08-02,apaguei pq obriga aceita condições de uso,0
2019-08-02,"Já tentei de todas as formas, mas o aplicativo nunca entra pois diz que meu email ou senha são ""invalidos""",0
2019-08-01,"pessimo, não consigo nem me cadastrar no app, só da erro",0
2019-07-31,"o app esta com problemas, nao esta buscando os alimentos, nem alterando calorias ou macronutrientes",0
2019-07-31,"funcionou muito bem no primeiro dia, agora coloco para procurar um alimento e dá erro",0
2019-07-31,"poxa baixei o aplicativo é não consigo terminar de me cadastrar, tentei vários nomes de usuário e sempre da a mesma mensagem : Não foi possível cadastrar esse nome de usuário",0
2019-07-31,Pq não estou conseguindo adicionar nenhum alimento?? Faz apenas 3 dias que utilizo e começou o problema,0
2019-07-31,"Já desinstalei e reinstalei, porém não resolveu :(",0
2019-07-31,Acabei de instalar e já me estressei! Esse app tá dando erro em cima de erro,0
2019-07-31,Agora não valída nenhum nome de usuário que eu tente,0
2019-07-31,"Dei uma estrela só, se eu conseguir que funcione, altero!",0
2019-07-31,"Desinstalei porque de um tempo pra cá ficou péssimo, só fica carregando !!",0
2019-07-31,só da para se cadastrar se for maior de idade?? por que tenho 15 anos e na parte de registrar a minha data de nascimento da erro!,0
2019-07-31,"Ainda com muitas dificuldades para usar certas funcionalidades do App, como por exemplo o progresso, o app trava e eu nao consigo usar",0
2019-07-29,"Ja testei no Moto G5S, Moto Z Play e agora no Galaxy S9, em todos travou, por isso estou dando 3 estrelas",0
2019-07-28,"No mais, o app atende às expectativas",0
2019-07-28,"(Edit 28/07/19) Reduzi para uma estrela, ja se passaram 6 meses e o problema continua",0
2019-07-28,Descaso total da Under Armour com os usuários Android,0
2019-07-28,"nao consigo cadastrar usuario, sempre da invalido",0
2019-07-28,apk lixo nao se adiciona em nada !!! (desintando),0
2019-07-27,nem deixa entrar na app so a perguntar se queremos receber emails,0
2019-07-26,"Essa desgraça só serve pra estressar mesmo, já instalei e desinstalei 4 vezes pq não consigo criar uma conta, diz q o nome é invalido",0
2019-07-26,Tomar no cu vey,0
2019-07-25,"Não consigo me registrar, já tentei com email e facebook, não vai de jeito nenhum",0
2019-07-25,Não consigo baixar! Único app que dá erro,0
2019-07-24,"baixei empolgado, porém fala que meu e-mail é inválido tentei meus 2 e-mail mesmo assim não deu, poderia arrumar esse problema pois vários comentários com o mesmo b",0
2019-07-23,NÃO consigo me cadastrar !!,0
2019-07-22,"Está pedindo acesso demais aos dados pessoais somente para a criação de uma conta, absolutamente desnecessário",0
2019-07-22,O aplicativo não permite que eu me cadastre para usar,0
23 de março de 2021,Excelente uma mão na roda para declarar meu ir esse ano,1
28 de março de 2021, Recomendo,1
28 de março de 2021, Tô com um problema o app pede constantemente a troca de senha do CEI foi trocada e no outro dia já pede novamente,0
23 de março de 2021,Melhor aplicativo para investimentos!! Tem tudo o que é necessário de forma simples e eficiente! Quem investe é obrigatório ter,1
26 de março de 2021,É um aplicativo bom só não consigo adicionar tesouro direto na carteira manual o que atrapalha na visão do meu patrimônio,0
22 de março de 2021, Poderiam me explicar como adicionar o tesouro direto através da carteira manual,0
31 de março de 2021,Muito bom o App em relação a outros apps o ativo demora um pouco mais aparecer na carteira,0
26 de março de 2021, Função seguir é interessante,1
12 de março de 2021,Gostei bastante,1
23 de março de 2021, Mas na parte de Calendário Proventos B3 poderiam colocar uma busca por ação pois é embaçado ter que rolar a página toda para achar a ação que deseja,0
14 de março de 2021, Fora isso um ótimo trabalho!,1
21 de março de 2021,Muito bom! Uma crítica construtiva que faço é na demora da atualização da carteira pelo CEI,1
13 de março de 2021, Leva alguns dias,0
14 de março de 2021,Quase perfeito! Basta só alguns ajustes na usabilidade/desempenho,0
30 de março de 2021, Meus gráficos quase sempre dão erro ou não carregaram,0
9 de março de 2021, Mas gosto bastante!,1
18 de março de 2021,Aplicativo de excelência,1
17 de março de 2021, Estão de parabéns,1
24 de março de 2021, Espero que continue assim,1
17 de março de 2021,Muito bom o APP,1
29 de março de 2021, falta algumas melhorias,0
26 de março de 2021, por exemplo não consegui adicionar as subscrições aparece o código mas não consigo selecionar,0
19 de março de 2021,Um aplicativo simples e eficiente!,1
7 de março de 2021,Excelente App! Uso e recomendo! Muito Boa a opção de colocar ativos no radar com o preço que queremos,1
27 de março de 2021,Experiencia agradável,1
8 de março de 2021, Pra ficar completo só falta acompanhamento de pagamento de cupons de juros de titulos do tesouro da mesma maneira que ocorre com dividendos e JCP das ações e também se mostrasse o histórico de recebimentos de dividendos anterior ao uso do app,0
24 de março de 2021,Bom dia Fiz a Assinatura Premium e o App simplesmente manda eu fazer novamente a assinatura dizendo para fazer a assinatura mensal 5,0
13 de março de 2021,40 sendo que fiz o pagamento da assinatura pelo google pay no valor de 59,0
6 de março de 2021,99 con validade ate 05 Março de 2022,0
18 de março de 2021,￼ Sera possivel vcs fazerem essa correção,0
12 de março de 2021,Muito bom mas estou com um problema,0
26 de março de 2021, Assinei o plano e deu uma atualizada tive que desinstalar e instalar De novo,0
3 de março de 2021, Mas voltou como se eu nunca tivesse assinado mas vem me cobrando os 5,0
3 de março de 2021,49 e não consegui falar com ninguém do suporte,0
15 de março de 2021,Um Máximo de aplicativo uso ele para me auxiliar nas compras e nas posições dos ativo ,1
3 de março de 2021, e tão sempre melhorando o aplicativo,0
9 de março de 2021,Muito bom o app já agrupa todos os meus ativos em uma tabela só fica muito mais fácil para ver a valorização,1
19 de março de 2021,Ótimo app,1
20 de março de 2021, Bem funcional e intuitivo,1
15 de março de 2021, Acredito que seja um dos melhores na versão gratuita,1
1 de março de 2021,Testando o aplicativo a versao paga eu estou gostando,1
22 de junho de 2020, faltou a opção acompanhamento em tempo real na bolsa de valores assim dava para saber como anda preço das ação ,0
