DATA,COMENTÁRIO,CLASSIFICAÇÃO
2020-03-04, Não gastem dinheiro a ideia e boa filmes bons mais sem suporte,0
2020-03-03,Depois de ver todos os comentários sobre o app desisti de assinar,0
2020-03-03, Eu tenho Netflix Vix Pluto Globoplay e Disney plus,0
2020-03-02, Ia assinar este por causa de uma série da BBC mas com todos os problemas apresentados aqui não vou nem tentar,0
2020-02-29, Todos os apps que tenho funcionam super bem atraves do celular p… Resenha completa,0
2020-02-29,Consegui plataforma maravilhosa app único,0
2020-02-29,Minha smart tv veio com Looke no menu,0
2020-02-28, Nunca soube do quê se tratava,0
2020-02-27, Agora com uma parceria promocional desse stream com a minha operadora TIM descobri as vantagens e a praticidade,0
2020-02-27, Muito bom! Parabéns Looke e Tim pela oferta!,0
2020-02-26,Não consigo fazer login no serviço com a minha conta da operadora (net claro hdtv) por isso não consigo usufruir do app,2
2020-02-26,Looke está abrindo e fechando no s10 isso não ocorria antes,2
2020-02-25, Deve ter sofrido alguma atualização,0
2020-02-25,Péssimo app,0
2020-02-25, Não dá pra assistir nada simplesmente para de funcionar,2
2020-02-25, Na televisão nem começa,0
2020-02-25, Não tem funcionalidade nenhuma,0
2020-02-25, Perda de dinheiro,0
2020-02-25,Fechando sozinho e criando outro ícone do app que não dá pra excluir,2
2020-02-25, Cheguei ficar com 4 ícones do app,0
2020-02-25, Desinstalei e ao reinstalar aconteceu de novo,0
2020-02-25,Essa última atualização tá bem melhor mais fluido,0
2020-02-25,Usei o app na SmatTv pra nunca mais,0
2020-02-25, Começo a assistir e do nada o filme pára trava e não vai mais ou do nada o app reinicia,4
2020-02-25, Quando tem que voltar tem que procurar o minuto que parou pois não volta onde parou,0
2020-02-25, Ainda bem que só aluguei não comprei,0
2020-02-25, Espero que melhore pois o acervo é bem ric… Resenha completa,0
2020-02-25,Péssimo app Fiz cadastro paguei a assinatura fui acessar na TV smart não consigo da usuário invalido,2
2020-02-24, No app do célula a mesma coisa usuário ou senha errado pior agora tem que ligar para cancelar a assinatura,0
2020-02-24, Nota zero,0
2020-02-24,Pq tiraram os créditos que vcs mesmo deram? Eu tinha 100 reais de créditos que ganhei de vocês e tiraram só para não gastarmos com o snyder cut bando de safados se vcs deram está dado! Até tiraram a opção de créditos que tinha,0
2020-02-23,ruim,0
2020-02-23, direto do site não roda na tv,6
2020-02-23, pra assistir só espelhando do celular a partir do aplicativo,0
2020-02-21, qualidade da imagem cai,0
2020-02-20,Se desse pra dar -5 estrelas eu daria aplicativo horrível aluguei filme e é tão lenta que nem consegui assistir o filme o tempo de 2 dias do aluguel começou a contar sem eu ter assistido 1 seg do filme pior plataforma pra se assistir um filme que eu já vi,4
2020-02-20,Péssimo trava o tempo todo,4
2020-02-20, E com outros app não ocorre,0
2020-02-19, Então não dá nem pra colocar a culpa na internet ,0
2020-02-19, É o app que é ruim mesmo,0
2020-02-18, Comprei raiva ao invés de filme,0
2020-02-18, Grrrr,0
2020-02-18, Por sorte não fiz assinatura,0
2020-02-18,Créditos sumiram! Tava até gostando da plataforma mas retiram todos os créditos sem motivo nenhum,0
2020-02-17,App péssimo e site pior ainda a quantidade de bugs e lentidão são desanimadoras 👎🏽,4
2020-02-17,Muitos bugs para serem corrigidos principalmente em relaçao à lentidão,4
2020-02-17,Péssimo usaram meus créditos com outro email falta de respeito com um cliente sacanagem derespeito oq vcs deixaram fazer agora não consigo assistir snyder CUT falta de respeito com os fãs do liga da justiça e falta de respeito com cliente sacanagem agitem isso quero meus créditos de volta empresa de… Resenha completa,0
2020-02-17,Aplicativo trava toda hora,4
2020-02-17, Se querem que a plataforma ganhe assinantes precisam consertar o app,0
2020-02-17,Tive problemas para assistir um filme que loquei e ninguém pra dar assistência,0
2020-02-17, Liguei várias vezes e nada,0
2020-02-17, Perdi meu dinheiro,0
2020-02-17,Horrível sou cliente da Tim esqueci a senha e simplesmente não tem onde solicitar nova senha ou está muito bem escondido pois só tem a opção pra quem é cliente direto pros parceiros não tem?,0
2020-02-17,Aluguei um filme que simplesmente não carrega,4
2020-02-16, Uma fraude um golpe lixo,0
2020-02-15, Essa empresa pratica o oposto da fidelização: quem já tentou assistir a um único filme não tentará nunca mais! Deve ser uma firma de fachada não é possível impossível se manter com um serviço que simplesmente não é prestado… Resenha completa,0
2020-02-14,NÃO ASSINEM !!!! Consegui assistir ao festival varilux numa boa tanto na tv quanto no celular mas no segundo semestre foi so perda de tempo,0
2020-02-14, nenhum filme carrega inteiro e quando carrega fica com legenda atrasada ou sem legenda,0
2020-02-14, NÃO ASSINEM,0
2020-02-14, !!! Como podem as empresas fazerem parceria com um a… Resenha completa,0
2020-02-11,O servidor do app é péssimo a imagem fica oscilando o tempo todo,4
2019-07-21,"Eu só descobri que minhas informações a partir deste site, incluindo o meu e-mail e senha foi localizado na darkweb, alertado pelo Credit sábio para que eu não recomendo este aplicativo a menos que queira sua informação roubada !!!!",5
2019-07-21,Fui informado de que houve uma violação de dados e minha informação foi encontrada na web escuro em 7-10-19,5
2019-07-21,Acabei de receber um email de meu banco dizendo que a AT MY PERSONAL INFO foi exposto ao Dark Web POR MEU FITNESS PAL! Eu nunca mais irei usar este aplicativo NOVAMENTE,5
2019-07-21,CUIDADO!!!!! #DARKWEB #AWFUL #INVASIONOFPRIVACY,5
2019-07-21,Eu não posso fazer login no aplicativo hou pode me ajudar?,2
2019-07-21,porque há restrição de idade? quando eu me inscrever e escrever meu aniversário (2004) ocorreu um erro,1
2019-07-21,então menor de idade não pode perder ou ganho de peso?,1
2019-07-21,"Um pop-up mantém abertura, inutilizável aplicativo",2
2019-07-21,Não é possível adicionar alimentos aftee digitalização de código de barras,2
2019-07-21,a comida aparece com nome e todos os detials mas quando clico em adicionar item desaparece,2
2019-07-21,"esta foi a principal atração para mim, então o aplicativo é inútil como é",0
2019-07-21,"Decidiu usar o aplicativo novamente e eu tentei redefinir minha senha, mas o link que me deram foi quebrado",2
2019-07-21,Agora eu só quero excluir minha conta,0
2019-07-21,deram informações pessoais das pessoas a não fazê-lo eles vão colocar suas informações de onde qualquer coisa sobre você sair lá fora,5
2019-07-21,2002 abaixo is not suppprted lmao,1
2019-07-21,uma violação de dados ocorreu em fevereiro 2018,5
2019-07-21,Meu e-mail foi exposto e encontrado na darkweb,5
2019-07-21,não pode fazer login usando o aplicativo,2
2019-07-20,Eu realmente odeio pal de fitness,0
2019-07-20,-lo constantemente congela ou o aplicativo não está funcionando,2
2019-07-20,"ele pode me levar até 20 minutos para registrar uma refeição, porque eu tenho que manter lidar com seus clitches",3
2019-07-20,A única razão pela qual eu usar este aplicativo é porque eu tenho um relógio Garmin de fitness e eles são compatíveis,0
2019-07-20,Realmente espero Garmin intensifica e cria um registro do alimento separado do pal de fitness,1
2019-07-20,porque lidar com o amigo de fitness está realmente começando a me fazer considerar a mudança de volta para um Fitbit,0
2019-07-20,log comida do Fitbit era confiável e simples,0
2019-07-20,Eu me inscrevi para a versão gratuita e tomaram 50 dólares de mim,5
2019-07-20,agora eu não posso obtê-lo de volta,0
2019-07-20,Eles apenas cobrada meu PayPal,5
2019-07-20,eu quero meu dinheiro de volta,0
2019-07-20,anos tomados não Assinatura autorizada,0
2019-07-20,Para uma aplicação tão popular eu esperaria que seja mais fácil para efetuar login no,2
2019-07-20,"Eu não era capaz de entrar com e-mail, número de telefone ou facebook e eu escrevo todas as minhas senhas para baixo assim que eu sei que eles estão corretos",2
2019-07-20,"Eu até tentei redefinir minha senha, a confirmação tem que i foi mudado e ainda não pode começar na aplicação 😞",2
2019-07-20,Aceitou um ensaio de 3 meses e foi cobrado um mês em,5
2019-07-20,chateado muito com a forma como sombra era,0
2019-07-20,Eu daria para este estrelas negativos se eu pudesse,0
2019-07-20,O site foi aparentemente violado e todos os dados do usuário comprometida,5
2019-07-20,Eu tinha que descobrir através do meu cartão de crédito dark web varredura em vez de ser dito pela empresa REAL,5
2019-07-20,"e, em seguida, eles fazem você saltar através de 17 aros apenas para excluir sua conta",5
2019-07-20,CUIDADO Não baixar !!!! Recebi um e-mail de crédito sábio afirmando que não são hackers nesta aplicativo roubando identificação ou *** A APP está vendendo suas informações para THE DARK mercado *** eles têm comprometido o meu e-mail e minha empresa de crédito tem a reconheceu e me avisa que é agora no mercado,5
2019-07-20,**** Não use este APP !! *** ler os comentários eu não sou o único,0
2019-07-20,"Tentando adicionar uma receita, diz ""erro, tente novamente mais tarde""",2
2019-07-20,Depois de todo o esforço de ingredientes adicionando um por um,0
2019-07-20,Sua mostrando valor totalmente falsa,2
2019-07-20,i julgado por coalhada (Dahi) e mostrando proteína 8 gramas em 100 gramas enquanto coalhada tem cerca de 3,2
2019-07-20,Eu estava blendly confiando thi aplicativo que agora eu não posso confiar nele mais,0
2019-07-20,"Eu só descobri do meu alerta de segurança, que este aplicativo compartilhado meu e-mail e informações para a web escura",5
2019-07-20,Graças a Deus eu tinha mentido sobre minhas informações pessoais,0
2019-07-20,-,2
2019-07-20,O que o procurou de nome de usuário faz esta aplicação falta estúpido ou é como Facebook as celebridades têm 99% deles (não pode ter o commeners tomá-los,0
2019-07-20,-,2
2019-07-20,-,2
2019-07-20,"Tenho uma notificação minha conta foi comprometida de uma violação de dados, eu não consigo tirar qualquer resolução assim, eu acho que eu excluir",5
2019-07-20,Eu não posso cancelar minha assinatura e Ive vindo a tentar cancelar esta por um par de meses,2
2019-07-20,"Fácil de entrar, difícil de sair",3
2019-07-19,"Mostre-me uma mensagem de erro (o endereço de email é inválido) quando eu me inscrever para o primeiro tempo, então eu não posso usá-lo, infelizmente 😥",2
2019-07-19,era um bom aplicativo para acompanhar a ingestão alimentar e exercício até que eu recebi um alerta,0
2019-07-19,Meu aptidão Pal requer o seu e-mail e informação,0
2019-07-19,Toda esta informação acabou no darkweb com o meu e-mail e senha,5
2019-07-19,Im agora um vict de roubo id diretamente ligada a este aplicativo,5
2019-07-19,eu não consigo logar-se a partir de um Samsin S4 ou Hauwai P8 Luz,6
2019-07-19,Keepa dizendo nome de usuário inválido escolher outro ao registrar,2
2019-07-19,CUIDADO !!! Este aplicativo vendido o meu endereço de e-mail para o web escuro,5
2019-07-19,eu tenho apenas a notificação do meu banco,5
2019-07-19,meu scanner de código de barras não estava trabalhando no aplicativo para que eu deletei o aplicativo e está instalado agora eu não consigo logar-se em tudo,2
2019-07-19,"Ele não vai me deixar fazer uma conta !! Portanto, seu inútil",2
2019-07-19,Mesmo eu não posso definir o meu nome de usuário,2
2019-07-19,"ele não tem todo o menu do restaurante separado como costumava, que era um uograde terrível",3
2019-07-19,este aplicativo é fleaky,0
2019-07-19,incapaz de sincronizar o meu relatório sobre nutrição exercício ect,2
2019-07-19,não vale US $ 50 por ano de assinatura em tudo,0
2019-07-19,"apoio é muito ruim continua dizendo há meses que eles estão trabalhando em questões, mas incapaz de corrigi-lo",0
2019-07-19,"dentro como 6mo período eu e bonitos como 5 pessoas diferentes de apoio todos degola para o mesmo jogo ""nós r trabalhando nisso"" seu ridículo",0
2019-07-19,"AVISO - eu excluído porque o meu endereço de e-mail e senha (e, provavelmente, de aniversário, uma vez que exigia) estão sendo negociadas na web escuro, como resultado de sua violação de dados em fevereiro",5
2019-07-19,este site foi violado e agora a web escura tem meu e-mail,5
2019-07-19,notificações push não pode desativar,2
2019-07-19,Eu desativado todos no menu e maldito ele se essa coisa não pingar 3 vezes por dia perguntando sobre minhas refeições,2
2019-07-19,"muitos tentaram de configurações, menus de ajuda, eu apenas desinstalei",0
2019-07-19,Eu não poderia mesmo CRIAR UMA CONTA,2
2019-07-19,O aplicativo não parava de dizer o meu e-mail era inválido que não era,2
2019-07-19,Eu verifico 10 vezes e tentou outros e-mails onde ele iria dizer a mesma coisa,2
2019-07-19,eles estão dupla cobrança me para um serviço que não é novo o suficiente para gastar o dinheiro em,5
2019-07-19,você pode fazer qualquer coisa este aplicativo faz em seu próprio país,0
2019-07-19,"não me deixou começar, só continua dizendo que meu e-mail está errado, tentei a minha outra conta, assim, a mesma coisa",2
2019-07-19,cartão de crédito foi cobrado antes da subscrição foi para cima,5
2019-07-19,I cancelada a subscrição dia era para ser renovado,0
2019-07-19,Então agora eu estou não subscritas mas cobrado pela assinatura!,0
2019-07-19,o que aconteceu Eu só subscrito por um ano e foi cobrado novamente por mais um ano sem o meu conhecimento,5
